source_file,gpu_name,gpu_num,benchmark_gpu_name,gpu_vendor,benchmark_generation,benchmark_family,benchmark_release_date,benchmark_release_price_usd,benchmark_tdp_w,benchmark_memory_bytes,benchmark_memory_bandwidth_bytes_per_s,benchmark_fp32_flops,benchmark_tf32_flops,benchmark_tensor_fp16_bf16_flops,benchmark_fp8_flops,benchmark_max_performance,benchmark_energy_efficiency,benchmark_process_size_nm,normalize_status,normalize_reason,paper_id
2023.acl-long.771_gpu.json,NVIDIA Tesla A100 40GB,1,NVIDIA A100,NVIDIA,Ampere,Datacenter A-series,2020-03-01,,400,40000000000,1560000000000,19500000000000,156000000000000,312000000000000,,624000000000000,1560000000000,7,normalized,manual_default_variant_rule,2023.acl-long.771
2023.acl-long.772_gpu.json,V100 32G,2,NVIDIA Tesla V100 PCIe 32 GB,NVIDIA,Volta,Tesla,2018-03-27,11458,250,32000000000,897000000000,14130000000000,,112000000000000,,112000000000000,448000000000,12,normalized,normalized NVIDIA special-case rule,2023.acl-long.772
2023.acl-long.775_gpu.json,NVIDIA RTX 3090,1,NVIDIA GeForce RTX 3090,NVIDIA,Ampere,GeForce RTX,2020-09-01,1499,350,24000000000,936000000000,35580000000000,,71000000000000,,284000000000000,811428571428.57104,8,normalized,alias_match,2023.acl-long.775
2023.acl-long.779_gpu.json,GeForce GTX 1080 Ti 12GB,1,NVIDIA GeForce GTX 1080 Ti,NVIDIA,Pascal,GeForce GTX,2017-03-10,699,250,11000000000,484000000000,11340000000000,,,,11340000000000,45360000000,16,normalized,normalized GeForce GTX shorthand rule,2023.acl-long.779
2023.acl-long.77_gpu.json,A100,1,NVIDIA A100,NVIDIA,Ampere,Datacenter A-series,2020-03-01,,400,40000000000,1560000000000,19500000000000,156000000000000,312000000000000,,624000000000000,1560000000000,7,normalized,manual_default_variant_rule,2023.acl-long.77
2023.acl-long.781_gpu.json,Nvidia V100 32GB,,NVIDIA Tesla V100 PCIe 32 GB,NVIDIA,Volta,Tesla,2018-03-27,11458,250,32000000000,897000000000,14130000000000,,112000000000000,,112000000000000,448000000000,12,normalized,normalized NVIDIA special-case rule,2023.acl-long.781
2023.acl-long.781_gpu.json,Tesla A100 40GB,,NVIDIA A100,NVIDIA,Ampere,Datacenter A-series,2020-03-01,,400,40000000000,1560000000000,19500000000000,156000000000000,312000000000000,,624000000000000,1560000000000,7,normalized,manual_default_variant_rule,2023.acl-long.781
2023.acl-long.783_gpu.json,Tesla V100,,NVIDIA Tesla V100 PCIe 16 GB,NVIDIA,Volta,Tesla,2017-06-21,10664,250,16000000000,897000000000,14130000000000,,112000000000000,,112000000000000,448000000000,12,normalized,normalized NVIDIA special-case rule,2023.acl-long.783
2023.acl-long.785_gpu.json,NVIDIA A100,1,NVIDIA A100,NVIDIA,Ampere,Datacenter A-series,2020-03-01,,400,40000000000,1560000000000,19500000000000,156000000000000,312000000000000,,624000000000000,1560000000000,7,normalized,exact_match,2023.acl-long.785
2023.acl-long.785_gpu.json,A100,8,NVIDIA A100,NVIDIA,Ampere,Datacenter A-series,2020-03-01,,400,40000000000,1560000000000,19500000000000,156000000000000,312000000000000,,624000000000000,1560000000000,7,normalized,manual_default_variant_rule,2023.acl-long.785
2023.acl-long.786_gpu.json,NVIDIA Tesla V100 32G,1,NVIDIA Tesla V100 PCIe 32 GB,NVIDIA,Volta,Tesla,2018-03-27,11458,250,32000000000,897000000000,14130000000000,,112000000000000,,112000000000000,448000000000,12,normalized,normalized NVIDIA special-case rule,2023.acl-long.786
2023.acl-long.786_gpu.json,NVIDIA Tesla A100 80GB,2,NVIDIA A100 PCIe 80GB,NVIDIA,Ampere,Datacenter A-series,2021-06-28,,300,80000000000,1940000000000,19490000000000,156000000000000,312000000000000,,624000000000000,2080000000000,7,normalized,manual_default_variant_rule,2023.acl-long.786
2023.acl-long.788_gpu.json,V100,4,NVIDIA Tesla V100 PCIe 16 GB,NVIDIA,Volta,Tesla,2017-06-21,10664,250,16000000000,897000000000,14130000000000,,112000000000000,,112000000000000,448000000000,12,normalized,normalized NVIDIA special-case rule,2023.acl-long.788
2023.acl-long.789_gpu.json,NVIDIA GeForce RTX 2080 Ti,,NVIDIA GeForce RTX 2080 Ti,NVIDIA,Turing,GeForce RTX,,,,11000000000,,,,113800000000000,,,,,normalized,exact_match,2023.acl-long.789
2023.acl-long.78_gpu.json,Nvidia GeForce RTX 3090,1,NVIDIA GeForce RTX 3090,NVIDIA,Ampere,GeForce RTX,2020-09-01,1499,350,24000000000,936000000000,35580000000000,,71000000000000,,284000000000000,811428571428.57104,8,normalized,exact_match,2023.acl-long.78
2023.acl-long.78_gpu.json,A100 80GB,1,NVIDIA A100 PCIe 80GB,NVIDIA,Ampere,Datacenter A-series,2021-06-28,,300,80000000000,1940000000000,19490000000000,156000000000000,312000000000000,,624000000000000,2080000000000,7,normalized,manual_default_variant_rule,2023.acl-long.78
2023.acl-long.790_gpu.json,Nvidia RTX 1080-Ti,1,NVIDIA GeForce GTX 1080 Ti,NVIDIA,Pascal,GeForce GTX,2017-03-10,699,250,11000000000,484000000000,11340000000000,,,,11340000000000,45360000000,16,normalized,normalized GeForce GTX shorthand rule,2023.acl-long.790
2023.acl-long.791_gpu.json,GeForce GTX 1080 Ti 12GB,2,NVIDIA GeForce GTX 1080 Ti,NVIDIA,Pascal,GeForce GTX,2017-03-10,699,250,11000000000,484000000000,11340000000000,,,,11340000000000,45360000000,16,normalized,normalized GeForce GTX shorthand rule,2023.acl-long.791
2023.acl-long.793_gpu.json,Tesla V100,,NVIDIA Tesla V100 PCIe 16 GB,NVIDIA,Volta,Tesla,2017-06-21,10664,250,16000000000,897000000000,14130000000000,,112000000000000,,112000000000000,448000000000,12,normalized,normalized NVIDIA special-case rule,2023.acl-long.793
2023.acl-long.795_gpu.json,RTX A4000,1,NVIDIA RTX A4000,NVIDIA,Ampere,RTX Workstation,2021-04-12,1000,140,16000000000,448000000000,19170000000000,,153400000000000,,19170000000000,136928571428.571,8,normalized,alias_match,2023.acl-long.795
2023.acl-long.796_gpu.json,Nvidia V100 32G,,NVIDIA Tesla V100 PCIe 32 GB,NVIDIA,Volta,Tesla,2018-03-27,11458,250,32000000000,897000000000,14130000000000,,112000000000000,,112000000000000,448000000000,12,normalized,normalized NVIDIA special-case rule,2023.acl-long.796
2023.acl-long.798_gpu.json,V100 32GB,4,NVIDIA Tesla V100 PCIe 32 GB,NVIDIA,Volta,Tesla,2018-03-27,11458,250,32000000000,897000000000,14130000000000,,112000000000000,,112000000000000,448000000000,12,normalized,normalized NVIDIA special-case rule,2023.acl-long.798
2023.acl-long.798_gpu.json,A100 80GB,1,NVIDIA A100 PCIe 80GB,NVIDIA,Ampere,Datacenter A-series,2021-06-28,,300,80000000000,1940000000000,19490000000000,156000000000000,312000000000000,,624000000000000,2080000000000,7,normalized,manual_default_variant_rule,2023.acl-long.798
2023.acl-long.799_gpu.json,A100,1,NVIDIA A100,NVIDIA,Ampere,Datacenter A-series,2020-03-01,,400,40000000000,1560000000000,19500000000000,156000000000000,312000000000000,,624000000000000,1560000000000,7,normalized,manual_default_variant_rule,2023.acl-long.799
2023.acl-long.800_gpu.json,NVIDIA Tesla V100 32GB,1,NVIDIA Tesla V100 PCIe 32 GB,NVIDIA,Volta,Tesla,2018-03-27,11458,250,32000000000,897000000000,14130000000000,,112000000000000,,112000000000000,448000000000,12,normalized,normalized NVIDIA special-case rule,2023.acl-long.800
2023.acl-long.802_gpu.json,NVIDIA A100,1,NVIDIA A100,NVIDIA,Ampere,Datacenter A-series,2020-03-01,,400,40000000000,1560000000000,19500000000000,156000000000000,312000000000000,,624000000000000,1560000000000,7,normalized,exact_match,2023.acl-long.802
2023.acl-long.806_gpu.json,NVIDIA Tesla V100 16GB,32,NVIDIA Tesla V100 PCIe 16 GB,NVIDIA,Volta,Tesla,2017-06-21,10664,250,16000000000,897000000000,14130000000000,,112000000000000,,112000000000000,448000000000,12,normalized,normalized NVIDIA special-case rule,2023.acl-long.806
2023.acl-long.806_gpu.json,NVIDIA A100 40GB,8,NVIDIA A100,NVIDIA,Ampere,Datacenter A-series,2020-03-01,,400,40000000000,1560000000000,19500000000000,156000000000000,312000000000000,,624000000000000,1560000000000,7,normalized,manual_default_variant_rule,2023.acl-long.806
2023.acl-long.810_gpu.json,GeForce GTX 1080 Ti 12GB,,NVIDIA GeForce GTX 1080 Ti,NVIDIA,Pascal,GeForce GTX,2017-03-10,699,250,11000000000,484000000000,11340000000000,,,,11340000000000,45360000000,16,normalized,normalized GeForce GTX shorthand rule,2023.acl-long.810
2023.acl-long.810_gpu.json,GeForce GTX 2080 Ti 12GB,,NVIDIA GeForce RTX 2080 Ti,NVIDIA,Turing,GeForce RTX,,,,11000000000,,,,113800000000000,,,,,normalized,normalized GeForce RTX shorthand rule,2023.acl-long.810
2023.acl-long.811_gpu.json,NVIDIA TITAN V,1,NVIDIA Titan V,NVIDIA,Volta,TITAN,2017-12-01,2999,250,12000000000,651000000000,14900000000000,,,,29800000000000,119200000000,12,normalized,exact_match,2023.acl-long.811
2023.acl-long.812_gpu.json,NVIDIA Quadro RTX A6000,1,NVIDIA RTX A6000,NVIDIA,Ampere,RTX Workstation,2020-10-05,4649,300,48000000000,768000000000,38700000000000,,119100000000000,,38700000000000,129000000000,8,normalized,manual_default_variant_rule,2023.acl-long.812
2023.acl-long.812_gpu.json,NVIDIA Quadro RTX A6000,1,NVIDIA RTX A6000,NVIDIA,Ampere,RTX Workstation,2020-10-05,4649,300,48000000000,768000000000,38700000000000,,119100000000000,,38700000000000,129000000000,8,normalized,manual_default_variant_rule,2023.acl-long.812
2023.acl-long.815_gpu.json,NVIDIA Tesla V100,,NVIDIA Tesla V100 PCIe 16 GB,NVIDIA,Volta,Tesla,2017-06-21,10664,250,16000000000,897000000000,14130000000000,,112000000000000,,112000000000000,448000000000,12,normalized,normalized NVIDIA special-case rule,2023.acl-long.815
2023.acl-long.816_gpu.json,V100,16,NVIDIA Tesla V100 PCIe 16 GB,NVIDIA,Volta,Tesla,2017-06-21,10664,250,16000000000,897000000000,14130000000000,,112000000000000,,112000000000000,448000000000,12,normalized,normalized NVIDIA special-case rule,2023.acl-long.816
2023.acl-long.818_gpu.json,Nvidia GeForce RTX 4080,,NVIDIA GeForce RTX 4080,NVIDIA,Ada Lovelace,GeForce RTX,2022-09-20,1199,320,16000000000,716800000000,48740000000000,,194900000000000,,390000000000000,1218750000000,,normalized,exact_match,2023.acl-long.818
2023.acl-long.818_gpu.json,Nvidia Tesla V100,4,NVIDIA Tesla V100 PCIe 16 GB,NVIDIA,Volta,Tesla,2017-06-21,10664,250,16000000000,897000000000,14130000000000,,112000000000000,,112000000000000,448000000000,12,normalized,normalized NVIDIA special-case rule,2023.acl-long.818
2023.acl-long.818_gpu.json,Nvidia GeForce RTX 4080,1,NVIDIA GeForce RTX 4080,NVIDIA,Ada Lovelace,GeForce RTX,2022-09-20,1199,320,16000000000,716800000000,48740000000000,,194900000000000,,390000000000000,1218750000000,,normalized,exact_match,2023.acl-long.818
2023.acl-long.819_gpu.json,NVIDIA V100,8,NVIDIA Tesla V100 PCIe 16 GB,NVIDIA,Volta,Tesla,2017-06-21,10664,250,16000000000,897000000000,14130000000000,,112000000000000,,112000000000000,448000000000,12,normalized,normalized NVIDIA special-case rule,2023.acl-long.819
2023.acl-long.81_gpu.json,Nvidia 1080Ti,1,NVIDIA GeForce GTX 1080 Ti,NVIDIA,Pascal,GeForce GTX,2017-03-10,699,250,11000000000,484000000000,11340000000000,,,,11340000000000,45360000000,16,normalized,normalized GeForce GTX shorthand rule,2023.acl-long.81
2023.acl-long.820_gpu.json,RTX 8000,3,NVIDIA Quadro RTX 8000,NVIDIA,Turing,Quadro,2018-08-13,,260,48000000000,672000000000,16300000000000,,110000000000000,,32620000000000,125461538461.53799,12,normalized,normalized RTX family rule,2023.acl-long.820
2023.acl-long.821_gpu.json,Nvidia V100,1,NVIDIA Tesla V100 PCIe 16 GB,NVIDIA,Volta,Tesla,2017-06-21,10664,250,16000000000,897000000000,14130000000000,,112000000000000,,112000000000000,448000000000,12,normalized,normalized NVIDIA special-case rule,2023.acl-long.821
2023.acl-long.823_gpu.json,NVIDIA A100,,NVIDIA A100,NVIDIA,Ampere,Datacenter A-series,2020-03-01,,400,40000000000,1560000000000,19500000000000,156000000000000,312000000000000,,624000000000000,1560000000000,7,normalized,exact_match,2023.acl-long.823
2023.acl-long.825_gpu.json,NVIDIA V100,1,NVIDIA Tesla V100 PCIe 16 GB,NVIDIA,Volta,Tesla,2017-06-21,10664,250,16000000000,897000000000,14130000000000,,112000000000000,,112000000000000,448000000000,12,normalized,normalized NVIDIA special-case rule,2023.acl-long.825
2023.acl-long.826_gpu.json,A100,1,NVIDIA A100,NVIDIA,Ampere,Datacenter A-series,2020-03-01,,400,40000000000,1560000000000,19500000000000,156000000000000,312000000000000,,624000000000000,1560000000000,7,normalized,manual_default_variant_rule,2023.acl-long.826
2023.acl-long.827_gpu.json,RTX 6000,1,NVIDIA Quadro RTX 6000,NVIDIA,Turing,Quadro,2018-08-13,6300,260,24000000000,672000000000,16309999999999.9,,89200000000000,,32620000000000,125461538461.53799,12,normalized,normalized RTX professional special-case rule,2023.acl-long.827
2023.acl-long.829_gpu.json,NVIDIA A5000,1,NVIDIA RTX A5000,NVIDIA,Ampere,RTX Workstation,2021-04-12,2250,230,24000000000,768000000000,27770000000000,,222200000000000,,27770000000000,120739130434.783,8,normalized,alias_match,2023.acl-long.829
2023.acl-long.82_gpu.json,A6400,4,NVIDIA RTX A6000,NVIDIA,Ampere,RTX Workstation,2020-10-05,4649,300,48000000000,768000000000,38700000000000,,119100000000000,,38700000000000,129000000000,8,normalized,manual_default_variant_rule,2023.acl-long.82
2023.acl-long.833_gpu.json,RTX 3090,,NVIDIA GeForce RTX 3090,NVIDIA,Ampere,GeForce RTX,2020-09-01,1499,350,24000000000,936000000000,35580000000000,,71000000000000,,284000000000000,811428571428.57104,8,normalized,normalized GeForce RTX shorthand rule,2023.acl-long.833
2023.acl-long.834_gpu.json,NVIDIA T4 16GB,8,NVIDIA Tesla T4,NVIDIA,Turing,Tesla,2018-09-13,,70,16000000000,320000000000,8141000000000,,130500000000000,,65129999999999.898,930428571428.56995,12,normalized,normalized NVIDIA special-case rule,2023.acl-long.834
2023.acl-long.836_gpu.json,NVIDIA GeForce RTX 2080,1,NVIDIA GeForce RTX 2080,NVIDIA,Turing,GeForce RTX,,,,8000000000,,,,107000000000000,,,,,normalized,exact_match,2023.acl-long.836
2023.acl-long.837_gpu.json,NVIDIA A10 24GB,6,NVIDIA A10 PCIe,NVIDIA,Ampere,Datacenter A-series,2021-04-12,2800,150,24000000000,600200000000,31240000000000,,165000000000000,,250000000000000,1666666666666.6699,8,normalized,alias_match,2023.acl-long.837
2023.acl-long.837_gpu.json,NVIDIA RTX A6000 48GB,2,NVIDIA RTX A6000,NVIDIA,Ampere,RTX Workstation,2020-10-05,4649,300,48000000000,768000000000,38700000000000,,119100000000000,,38700000000000,129000000000,8,normalized,normalized RTX family rule,2023.acl-long.837
2023.acl-long.838_gpu.json,Nvidia Tesla V100 32G,1,NVIDIA Tesla V100 PCIe 32 GB,NVIDIA,Volta,Tesla,2018-03-27,11458,250,32000000000,897000000000,14130000000000,,112000000000000,,112000000000000,448000000000,12,normalized,normalized NVIDIA special-case rule,2023.acl-long.838
2023.acl-long.840_gpu.json,NVIDIA A100,,NVIDIA A100,NVIDIA,Ampere,Datacenter A-series,2020-03-01,,400,40000000000,1560000000000,19500000000000,156000000000000,312000000000000,,624000000000000,1560000000000,7,normalized,exact_match,2023.acl-long.840
2023.acl-long.840_gpu.json,RTX 2080 Ti,,NVIDIA GeForce RTX 2080 Ti,NVIDIA,Turing,GeForce RTX,,,,11000000000,,,,113800000000000,,,,,normalized,normalized GeForce RTX shorthand rule,2023.acl-long.840
2023.acl-long.841_gpu.json,Nvidia Quadro RTX 8000,,NVIDIA Quadro RTX 8000,NVIDIA,Turing,Quadro,2018-08-13,,260,48000000000,672000000000,16300000000000,,110000000000000,,32620000000000,125461538461.53799,12,normalized,exact_match,2023.acl-long.841
2023.acl-long.842_gpu.json,Titan Xp 12GB,4,NVIDIA TITAN Xp,NVIDIA,Pascal,TITAN,2017-04-06,1199,250,12000000000,548000000000,12150000000000,,,,12150000000000,48600000000,16,normalized,normalized NVIDIA special-case rule,2023.acl-long.842
2023.acl-long.842_gpu.json,GTX 1080Ti 12GB,4,NVIDIA GeForce GTX 1080 Ti,NVIDIA,Pascal,GeForce GTX,2017-03-10,699,250,11000000000,484000000000,11340000000000,,,,11340000000000,45360000000,16,normalized,normalized GeForce GTX shorthand rule,2023.acl-long.842
2023.acl-long.842_gpu.json,RTX 2080Ti 12GB,3,NVIDIA GeForce RTX 2080 Ti,NVIDIA,Turing,GeForce RTX,,,,11000000000,,,,113800000000000,,,,,normalized,normalized GeForce RTX shorthand rule,2023.acl-long.842
2023.acl-long.843_gpu.json,NVIDIA Tesla V100 32GB,8,NVIDIA Tesla V100 PCIe 32 GB,NVIDIA,Volta,Tesla,2018-03-27,11458,250,32000000000,897000000000,14130000000000,,112000000000000,,112000000000000,448000000000,12,normalized,normalized NVIDIA special-case rule,2023.acl-long.843
2023.acl-long.844_gpu.json,40GB GPU,1,NVIDIA A100,NVIDIA,Ampere,Datacenter A-series,2020-03-01,,400,40000000000,1560000000000,19500000000000,156000000000000,312000000000000,,624000000000000,1560000000000,7,normalized,manual_default_variant_rule,2023.acl-long.844
2023.acl-long.844_gpu.json,32GB GPU,8,NVIDIA Tesla V100 PCIe 32 GB,NVIDIA,Volta,Tesla,2018-03-27,11458,250,32000000000,897000000000,14130000000000,,112000000000000,,112000000000000,448000000000,12,normalized,manual_default_variant_rule,2023.acl-long.844
2023.acl-long.846_gpu.json,NVIDIA A100-PCIE-40GB,1,NVIDIA A100 PCIe,NVIDIA,Ampere,Datacenter A-series,2020-06-22,,300,40000000000,1940000000000,19490000000000,156000000000000,312000000000000,,624000000000000,2080000000000,7,normalized,manual_default_variant_rule,2023.acl-long.846
2023.acl-long.846_gpu.json,NVIDIA GeForce GTX 1080 Ti,1,NVIDIA GeForce GTX 1080 Ti,NVIDIA,Pascal,GeForce GTX,2017-03-10,699,250,11000000000,484000000000,11340000000000,,,,11340000000000,45360000000,16,normalized,exact_match,2023.acl-long.846
2023.acl-long.848_gpu.json,NVIDIA V100 32GB,4,NVIDIA Tesla V100 PCIe 32 GB,NVIDIA,Volta,Tesla,2018-03-27,11458,250,32000000000,897000000000,14130000000000,,112000000000000,,112000000000000,448000000000,12,normalized,normalized NVIDIA special-case rule,2023.acl-long.848
2023.acl-long.849_gpu.json,GeForce RTX 3090,1,NVIDIA GeForce RTX 3090,NVIDIA,Ampere,GeForce RTX,2020-09-01,1499,350,24000000000,936000000000,35580000000000,,71000000000000,,284000000000000,811428571428.57104,8,normalized,normalized GeForce RTX shorthand rule,2023.acl-long.849
2023.acl-long.852_gpu.json,NVIDIA A100,2,NVIDIA A100,NVIDIA,Ampere,Datacenter A-series,2020-03-01,,400,40000000000,1560000000000,19500000000000,156000000000000,312000000000000,,624000000000000,1560000000000,7,normalized,exact_match,2023.acl-long.852
2023.acl-long.853_gpu.json,Tesla V100,4,NVIDIA Tesla V100 PCIe 16 GB,NVIDIA,Volta,Tesla,2017-06-21,10664,250,16000000000,897000000000,14130000000000,,112000000000000,,112000000000000,448000000000,12,normalized,normalized NVIDIA special-case rule,2023.acl-long.853
2023.acl-long.853_gpu.json,NVIDIA Tesla V100 32GB SXM2,1,NVIDIA Tesla V100 SXM2 32 GB,NVIDIA,Volta,Tesla,2018-03-27,11458,300,32000000000,898000000000,15670000000000,,125000000000000,,125000000000000,416666666666.66699,12,normalized,exact_match,2023.acl-long.853
2023.acl-long.853_gpu.json,NVIDIA Tesla V100 32GB SXM2,1,NVIDIA Tesla V100 SXM2 32 GB,NVIDIA,Volta,Tesla,2018-03-27,11458,300,32000000000,898000000000,15670000000000,,125000000000000,,125000000000000,416666666666.66699,12,normalized,exact_match,2023.acl-long.853
2023.acl-long.854_gpu.json,NVIDIA Tesla A100,1,NVIDIA A100,NVIDIA,Ampere,Datacenter A-series,2020-03-01,,400,40000000000,1560000000000,19500000000000,156000000000000,312000000000000,,624000000000000,1560000000000,7,normalized,manual_default_variant_rule,2023.acl-long.854
2023.acl-long.856_gpu.json,Nvidia A100 40GB,128,NVIDIA A100,NVIDIA,Ampere,Datacenter A-series,2020-03-01,,400,40000000000,1560000000000,19500000000000,156000000000000,312000000000000,,624000000000000,1560000000000,7,normalized,manual_default_variant_rule,2023.acl-long.856
2023.acl-long.856_gpu.json,Nvidia A100 80GB,512,NVIDIA A100 PCIe 80GB,NVIDIA,Ampere,Datacenter A-series,2021-06-28,,300,80000000000,1940000000000,19490000000000,156000000000000,312000000000000,,624000000000000,2080000000000,7,normalized,manual_default_variant_rule,2023.acl-long.856
2023.acl-long.857_gpu.json,Nvidia A100,8,NVIDIA A100,NVIDIA,Ampere,Datacenter A-series,2020-03-01,,400,40000000000,1560000000000,19500000000000,156000000000000,312000000000000,,624000000000000,1560000000000,7,normalized,exact_match,2023.acl-long.857
2023.acl-long.858_gpu.json,Nvidia Tesla V100,,NVIDIA Tesla V100 PCIe 16 GB,NVIDIA,Volta,Tesla,2017-06-21,10664,250,16000000000,897000000000,14130000000000,,112000000000000,,112000000000000,448000000000,12,normalized,normalized NVIDIA special-case rule,2023.acl-long.858
2023.acl-long.860_gpu.json,NVIDIA A100,,NVIDIA A100,NVIDIA,Ampere,Datacenter A-series,2020-03-01,,400,40000000000,1560000000000,19500000000000,156000000000000,312000000000000,,624000000000000,1560000000000,7,normalized,exact_match,2023.acl-long.860
2023.acl-long.860_gpu.json,GeForce RTX 3090,,NVIDIA GeForce RTX 3090,NVIDIA,Ampere,GeForce RTX,2020-09-01,1499,350,24000000000,936000000000,35580000000000,,71000000000000,,284000000000000,811428571428.57104,8,normalized,normalized GeForce RTX shorthand rule,2023.acl-long.860
2023.acl-long.860_gpu.json,NVIDIA A100,1,NVIDIA A100,NVIDIA,Ampere,Datacenter A-series,2020-03-01,,400,40000000000,1560000000000,19500000000000,156000000000000,312000000000000,,624000000000000,1560000000000,7,normalized,exact_match,2023.acl-long.860
2023.acl-long.861_gpu.json,GeForce RTX 3090Ti,1,NVIDIA GeForce RTX 3090 Ti,NVIDIA,Ampere,GeForce RTX,2022-03-29,1999,450,24000000000,1008000000000,40000000000000,40000000000000,160000000000000,,320000000000000,711111111111.11096,8,normalized,alias_match,2023.acl-long.861
2023.acl-long.862_gpu.json,NVIDIA Tesla V100 32GB,1,NVIDIA Tesla V100 PCIe 32 GB,NVIDIA,Volta,Tesla,2018-03-27,11458,250,32000000000,897000000000,14130000000000,,112000000000000,,112000000000000,448000000000,12,normalized,normalized NVIDIA special-case rule,2023.acl-long.862
2023.acl-long.862_gpu.json,NVIDIA Tesla V100 32GB,1,NVIDIA Tesla V100 PCIe 32 GB,NVIDIA,Volta,Tesla,2018-03-27,11458,250,32000000000,897000000000,14130000000000,,112000000000000,,112000000000000,448000000000,12,normalized,normalized NVIDIA special-case rule,2023.acl-long.862
2023.acl-long.863_gpu.json,NVIDIA GeForce RTX 2070 SUPER 8GB,1,NVIDIA GeForce RTX 2070 SUPER,NVIDIA,Turing,GeForce RTX,,,,8000000000,,,,73000000000000,,,,,normalized,normalized GeForce RTX shorthand rule,2023.acl-long.863
2023.acl-long.863_gpu.json,8GB GPU,1,NVIDIA GeForce RTX 2080,NVIDIA,Turing,GeForce RTX,,,,8000000000,,,,107000000000000,,,,,normalized,manual_default_variant_rule,2023.acl-long.863
2023.acl-long.867_gpu.json,GeForce RTX 6000,6,NVIDIA Quadro RTX 6000,NVIDIA,Turing,Quadro,2018-08-13,6300,260,24000000000,672000000000,16309999999999.9,,89200000000000,,32620000000000,125461538461.53799,12,normalized,manual_default_variant_rule,2023.acl-long.867
2023.acl-long.868_gpu.json,NVIDIA Quadro RTX 8000 64GB,1,NVIDIA Quadro RTX 8000,NVIDIA,Turing,Quadro,2018-08-13,,260,48000000000,672000000000,16300000000000,,110000000000000,,32620000000000,125461538461.53799,12,normalized,normalized RTX professional special-case rule,2023.acl-long.868
2023.acl-long.869_gpu.json,Nvidia A6000,,NVIDIA RTX A6000,NVIDIA,Ampere,RTX Workstation,2020-10-05,4649,300,48000000000,768000000000,38700000000000,,119100000000000,,38700000000000,129000000000,8,normalized,alias_match,2023.acl-long.869
2023.acl-long.86_gpu.json,TESLA T4,4,NVIDIA Tesla T4,NVIDIA,Turing,Tesla,2018-09-13,,70,16000000000,320000000000,8141000000000,,130500000000000,,65129999999999.898,930428571428.56995,12,normalized,alias_match,2023.acl-long.86
2023.acl-long.86_gpu.json,TESLA-T4,1,NVIDIA Tesla T4,NVIDIA,Turing,Tesla,2018-09-13,,70,16000000000,320000000000,8141000000000,,130500000000000,,65129999999999.898,930428571428.56995,12,normalized,alias_match,2023.acl-long.86
2023.acl-long.872_gpu.json,32GB V100,,NVIDIA Tesla V100 PCIe 32 GB,NVIDIA,Volta,Tesla,2018-03-27,11458,250,32000000000,897000000000,14130000000000,,112000000000000,,112000000000000,448000000000,12,normalized,normalized NVIDIA special-case rule,2023.acl-long.872
2023.acl-long.873_gpu.json,NVIDIA A100,1,NVIDIA A100,NVIDIA,Ampere,Datacenter A-series,2020-03-01,,400,40000000000,1560000000000,19500000000000,156000000000000,312000000000000,,624000000000000,1560000000000,7,normalized,exact_match,2023.acl-long.873
2023.acl-long.874_gpu.json,Tesla P40 24GB,1,NVIDIA P40,NVIDIA,Pascal,Tesla,2016-09-13,5699,250,24000000000,694300000000,11760000000000,,,,11760000000000,47040000000,,normalized,manual_default_variant_rule,2023.acl-long.874
2023.acl-long.875_gpu.json,NVIDIA A100,8,NVIDIA A100,NVIDIA,Ampere,Datacenter A-series,2020-03-01,,400,40000000000,1560000000000,19500000000000,156000000000000,312000000000000,,624000000000000,1560000000000,7,normalized,exact_match,2023.acl-long.875
2023.acl-long.876_gpu.json,TITAN RTX 24GB,1,NVIDIA TITAN RTX,NVIDIA,Turing,TITAN,,,,24000000000,,,,130500000000000,,,,,normalized,normalized NVIDIA special-case rule,2023.acl-long.876
2023.acl-long.877_gpu.json,NVIDIA Titan RTX,7,NVIDIA TITAN RTX,NVIDIA,Turing,TITAN,,,,24000000000,,,,130500000000000,,,,,normalized,exact_match,2023.acl-long.877
2023.acl-long.879_gpu.json,NVIDIA V100,2,NVIDIA Tesla V100 PCIe 16 GB,NVIDIA,Volta,Tesla,2017-06-21,10664,250,16000000000,897000000000,14130000000000,,112000000000000,,112000000000000,448000000000,12,normalized,normalized NVIDIA special-case rule,2023.acl-long.879
2023.acl-long.879_gpu.json,V100,1,NVIDIA Tesla V100 PCIe 16 GB,NVIDIA,Volta,Tesla,2017-06-21,10664,250,16000000000,897000000000,14130000000000,,112000000000000,,112000000000000,448000000000,12,normalized,normalized NVIDIA special-case rule,2023.acl-long.879
2023.acl-long.880_gpu.json,RTX 2080Ti,1,NVIDIA GeForce RTX 2080 Ti,NVIDIA,Turing,GeForce RTX,,,,11000000000,,,,113800000000000,,,,,normalized,normalized GeForce RTX shorthand rule,2023.acl-long.880
2023.acl-long.881_gpu.json,NVIDIA A40,,NVIDIA A40 PCIe,NVIDIA,Ampere,Datacenter A-series,2020-10-05,,300,48000000000,695800000000,37420000000000,74800000000000,149700000000000,,299300000000000,997666666666.66699,8,normalized,alias_match,2023.acl-long.881
