paper_id,is_strict,is_lb1_gfimp,paper_year,paper_venue,paper_max_row_compute_capability,paper_max_row_compute_capability_gfimp_lb1,n_organizations,has_company,has_education,has_industry_academia,has_cross_sector,has_international_collab,topic,max_tflops_raw,max_tflops_lb1,log10_max_tflops_raw,log10_max_tflops_lb1,log1p_n_organizations,Company_i,IndustryAcademia_i,CrossSector_i,International_i,nOrganizations_i,log1p_nOrganizations_i,year_fe,topic_fe,venue_fe
2022.acl-long.460,1,1,2022,ACL,113800000000000.0,113800000000000,1,0,1,0,0,0,Machine Translation,113.8,113.8,2.056142262059052,2.056142262059052,0.6931471805599453,0,0,0,0,1,0.6931471805599453,2022,Machine Translation,ACL
2022.acl-long.466,1,1,2022,ACL,112000000000000.0,112000000000000,5,1,1,1,1,1,Information Extraction,112.0,112.0,2.0492180226701815,2.0492180226701815,1.791759469228055,1,1,1,1,5,1.791759469228055,2022,Information Extraction,ACL
2022.acl-long.468,1,1,2022,ACL,112000000000000.0,112000000000000,1,0,1,0,0,0,NLP Applications,112.0,112.0,2.0492180226701815,2.0492180226701815,0.6931471805599453,0,0,0,0,1,0.6931471805599453,2022,NLP Applications,ACL
2022.acl-long.472,1,1,2022,ACL,119100000000000.0,119100000000000,1,0,1,0,0,0,"Speech Recognition, Text-to-Speech and Spoken Language Understanding",119.1,119.1,2.0759117614827773,2.0759117614827773,0.6931471805599453,0,0,0,0,1,0.6931471805599453,2022,"Speech Recognition, Text-to-Speech and Spoken Language Understanding",ACL
2022.acl-long.474,1,1,2022,ACL,113800000000000.0,113800000000000,1,0,1,0,0,0,Summarization,113.8,113.8,2.056142262059052,2.056142262059052,0.6931471805599453,0,0,0,0,1,0.6931471805599453,2022,Summarization,ACL
2022.acl-long.477,1,1,2022,ACL,112000000000000.0,112000000000000,1,0,1,0,0,0,Interpretability and Analysis of Models for NLP,112.0,112.0,2.0492180226701815,2.0492180226701815,0.6931471805599453,0,0,0,0,1,0.6931471805599453,2022,Interpretability and Analysis of Models for NLP,ACL
2022.acl-long.478,1,1,2022,ACL,130500000000000.0,130500000000000,3,1,1,1,1,1,Information Extraction,130.5,130.5,2.1156105116742996,2.1156105116742996,1.3862943611198906,1,1,1,1,3,1.3862943611198906,2022,Information Extraction,ACL
2022.acl-long.48,1,1,2022,ACL,224000000000000.0,224000000000000,2,0,1,0,0,1,NLP Applications,224.0,224.0,2.3502480183341627,2.3502480183341627,1.0986122886681098,0,0,0,1,2,1.0986122886681098,2022,NLP Applications,ACL
2022.acl-long.480,1,1,2022,ACL,455200000000000.0,455200000000000,2,1,1,1,1,0,Machine Translation,455.2,455.2,2.6582022533870147,2.6582022533870147,1.0986122886681098,1,1,1,0,2,1.0986122886681098,2022,Machine Translation,ACL
2022.acl-long.484,0,1,2022,ACL,,312000000000000,2,0,1,0,0,0,Question Answering,,312.0,,2.494154594018443,1.0986122886681098,0,0,0,0,2,1.0986122886681098,2022,Question Answering,ACL
2022.acl-long.485,1,1,2022,ACL,112000000000000.0,112000000000000,2,0,1,0,0,0,Efficient Methods for NLP,112.0,112.0,2.0492180226701815,2.0492180226701815,1.0986122886681098,0,0,0,0,2,1.0986122886681098,2022,Efficient Methods for NLP,ACL
2022.acl-long.486,1,1,2022,ACL,896000000000000.0,896000000000000,4,1,1,1,1,1,Machine Translation,896.0,896.0,2.9523080096621253,2.9523080096621253,1.6094379124341003,1,1,1,1,4,1.6094379124341003,2022,Machine Translation,ACL
2022.acl-long.487,1,1,2022,ACL,448000000000000.0,448000000000000,2,0,1,0,1,0,Machine Translation,448.0,448.0,2.651278013998144,2.651278013998144,1.0986122886681098,0,0,1,0,2,1.0986122886681098,2022,Machine Translation,ACL
2022.acl-long.489,0,1,2022,ACL,,112000000000000,2,1,1,1,1,1,Efficient Methods for NLP,,112.0,,2.0492180226701815,1.0986122886681098,1,1,1,1,2,1.0986122886681098,2022,Efficient Methods for NLP,ACL
2022.acl-long.49,0,1,2022,ACL,,11340000000000,1,0,1,0,0,0,Question Answering,,11.34,,1.0546130545568877,0.6931471805599453,0,0,0,0,1,0.6931471805599453,2022,Question Answering,ACL
2022.acl-long.493,1,1,2022,ACL,896000000000000.0,896000000000000,2,1,1,1,1,1,Information Retrieval and Text Mining,896.0,896.0,2.9523080096621253,2.9523080096621253,1.0986122886681098,1,1,1,1,2,1.0986122886681098,2022,Information Retrieval and Text Mining,ACL
2022.acl-long.494,0,1,2022,ACL,,112000000000000,1,0,1,0,0,0,NLP and Symbolic Reasoning,,112.0,,2.0492180226701815,0.6931471805599453,0,0,0,0,1,0.6931471805599453,2022,NLP and Symbolic Reasoning,ACL
2022.acl-long.495,0,1,2022,ACL,,112000000000000,2,1,1,1,1,0,Efficient Methods for NLP,,112.0,,2.0492180226701815,1.0986122886681098,1,1,1,0,2,1.0986122886681098,2022,Efficient Methods for NLP,ACL
2022.acl-long.496,1,1,2022,ACL,448000000000000.0,448000000000000,1,0,1,0,0,0,NLP Applications,448.0,448.0,2.651278013998144,2.651278013998144,0.6931471805599453,0,0,0,0,1,0.6931471805599453,2022,NLP Applications,ACL
2022.acl-long.497,0,1,2022,ACL,,113800000000000,1,1,0,0,0,0,Information Extraction,,113.8,,2.056142262059052,0.6931471805599453,1,0,0,0,1,0.6931471805599453,2022,Information Extraction,ACL
2022.acl-long.499,1,1,2022,ACL,7168000000000000.0,7168000000000000,3,1,1,1,1,0,NLP and Code Models,7168.0,7168.0,3.8553979966540686,3.8553979966540686,1.3862943611198906,1,1,1,0,3,1.3862943611198906,2022,NLP and Code Models,ACL
2022.acl-long.5,1,1,2022,ACL,112000000000000.0,112000000000000,3,0,1,0,0,1,NLP and Symbolic Reasoning,112.0,112.0,2.0492180226701815,2.0492180226701815,1.3862943611198906,0,0,0,1,3,1.3862943611198906,2022,NLP and Symbolic Reasoning,ACL
2022.acl-long.50,1,1,2022,ACL,448000000000000.0,448000000000000,2,1,1,1,1,1,Machine Translation,448.0,448.0,2.651278013998144,2.651278013998144,1.0986122886681098,1,1,1,1,2,1.0986122886681098,2022,Machine Translation,ACL
2022.acl-long.504,0,1,2022,ACL,,121500000000000,1,0,1,0,0,0,Language Modeling,,121.5,,2.084576277934331,0.6931471805599453,0,0,0,0,1,0.6931471805599453,2022,Language Modeling,ACL
2022.acl-long.505,1,1,2022,ACL,284000000000000.0,284000000000000,3,0,1,0,1,0,Multilingualism and Cross-Lingual NLP,284.0,284.0,2.4533183400470375,2.4533183400470375,1.3862943611198906,0,0,1,0,3,1.3862943611198906,2022,Multilingualism and Cross-Lingual NLP,ACL
2022.acl-long.507,1,1,2022,ACL,125000000000000.0,125000000000000,3,0,1,0,1,1,"Speech Recognition, Text-to-Speech and Spoken Language Understanding",125.0,125.0,2.0969100130080562,2.0969100130080562,1.3862943611198906,0,0,1,1,3,1.3862943611198906,2022,"Speech Recognition, Text-to-Speech and Spoken Language Understanding",ACL
2022.acl-long.511,1,1,2022,ACL,112000000000000.0,112000000000000,1,0,1,0,0,0,Semantics: Lexical and Sentence-Level,112.0,112.0,2.0492180226701815,2.0492180226701815,0.6931471805599453,0,0,0,0,1,0.6931471805599453,2022,Semantics: Lexical and Sentence-Level,ACL
2022.acl-long.515,1,1,2022,ACL,1248000000000000.0,1248000000000000,6,1,1,1,1,1,Efficient Methods for NLP,1248.0,1248.0,3.0962145853464054,3.0962145853464054,1.9459101490553132,1,1,1,1,6,1.9459101490553132,2022,Efficient Methods for NLP,ACL
2022.acl-long.519,1,1,2022,ACL,112000000000000.0,112000000000000,3,0,1,0,1,0,Discourse and Pragmatics,112.0,112.0,2.0492180226701815,2.0492180226701815,1.3862943611198906,0,0,1,0,3,1.3862943611198906,2022,Discourse and Pragmatics,ACL
2022.acl-long.520,0,1,2022,ACL,,22680000000000,1,0,1,0,0,0,Generation,,22.68,,1.355643050220869,0.6931471805599453,0,0,0,0,1,0.6931471805599453,2022,Generation,ACL
2022.acl-long.522,0,1,2022,ACL,,107000000000000,2,1,1,1,1,0,Dialogue and Interactive Systems,,107.0,,2.0293837776852097,1.0986122886681098,1,1,1,0,2,1.0986122886681098,2022,Dialogue and Interactive Systems,ACL
2022.acl-long.525,1,1,2022,ACL,142000000000000.0,142000000000000,1,0,1,0,0,0,NLP and Code Models,142.0,142.0,2.1522883443830563,2.1522883443830563,0.6931471805599453,0,0,0,0,1,0.6931471805599453,2022,NLP and Code Models,ACL
2022.acl-long.526,1,1,2022,ACL,112000000000000.0,112000000000000,1,1,0,0,0,0,Machine Learning for NLP,112.0,112.0,2.0492180226701815,2.0492180226701815,0.6931471805599453,1,0,0,0,1,0.6931471805599453,2022,Machine Learning for NLP,ACL
2022.acl-long.528,1,1,2022,ACL,284000000000000.0,284000000000000,3,0,1,0,1,0,Machine Translation,284.0,284.0,2.4533183400470375,2.4533183400470375,1.3862943611198906,0,0,1,0,3,1.3862943611198906,2022,Machine Translation,ACL
2022.acl-long.532,1,1,2022,ACL,312000000000000.0,312000000000000,1,0,1,0,0,0,Interpretability and Analysis of Models for NLP,312.0,312.0,2.494154594018443,2.494154594018443,0.6931471805599453,0,0,0,0,1,0.6931471805599453,2022,Interpretability and Analysis of Models for NLP,ACL
2022.acl-long.534,1,1,2022,ACL,598800000000000.0,598800000000000,3,1,1,1,1,0,Multilingualism and Cross-Lingual NLP,598.8,598.8,2.777281791671015,2.777281791671015,1.3862943611198906,1,1,1,0,3,1.3862943611198906,2022,Multilingualism and Cross-Lingual NLP,ACL
2022.acl-long.535,1,1,2022,ACL,910400000000000.0,910400000000000,1,0,1,0,0,0,Language Modeling,910.4,910.4,2.959232249050996,2.959232249050996,0.6931471805599453,0,0,0,0,1,0.6931471805599453,2022,Language Modeling,ACL
2022.acl-long.537,0,1,2022,ACL,,23520000000000,1,0,0,0,0,0,Discourse and Pragmatics,,23.52,,1.3714373174041008,0.6931471805599453,0,0,0,0,1,0.6931471805599453,2022,Discourse and Pragmatics,ACL
2022.acl-long.538,1,1,2022,ACL,312000000000000.0,312000000000000,2,0,1,0,0,1,Interpretability and Analysis of Models for NLP,312.0,312.0,2.494154594018443,2.494154594018443,1.0986122886681098,0,0,0,1,2,1.0986122886681098,2022,Interpretability and Analysis of Models for NLP,ACL
2022.acl-long.545,0,1,2022,ACL,,89200000000000,1,0,1,0,0,0,Summarization,,89.2,,1.9503648543761232,0.6931471805599453,0,0,0,0,1,0.6931471805599453,2022,Summarization,ACL
2022.acl-long.546,1,1,2022,ACL,896000000000000.0,896000000000000,3,1,1,1,1,0,Machine Translation,896.0,896.0,2.9523080096621253,2.9523080096621253,1.3862943611198906,1,1,1,0,3,1.3862943611198906,2022,Machine Translation,ACL
2022.acl-long.549,1,1,2022,ACL,112000000000000.0,112000000000000,1,0,1,0,0,0,"Speech Recognition, Text-to-Speech and Spoken Language Understanding",112.0,112.0,2.0492180226701815,2.0492180226701815,0.6931471805599453,0,0,0,0,1,0.6931471805599453,2022,"Speech Recognition, Text-to-Speech and Spoken Language Understanding",ACL
2022.acl-long.55,1,1,2022,ACL,107000000000000.0,107000000000000,2,0,1,0,0,1,Machine Learning for NLP,107.0,107.0,2.0293837776852097,2.0293837776852097,1.0986122886681098,0,0,0,1,2,1.0986122886681098,2022,Machine Learning for NLP,ACL
2022.acl-long.550,0,1,2022,ACL,,112000000000000,4,1,1,1,1,1,Dialogue and Interactive Systems,,112.0,,2.0492180226701815,1.6094379124341003,1,1,1,1,4,1.6094379124341003,2022,Dialogue and Interactive Systems,ACL
2022.acl-long.551,1,1,2022,ACL,2496000000000000.0,2496000000000000,1,0,1,0,0,0,Language Modeling,2496.0,2496.0,3.397244581010386,3.397244581010386,0.6931471805599453,0,0,0,0,1,0.6931471805599453,2022,Language Modeling,ACL
2022.acl-long.552,0,1,2022,ACL,,112000000000000,2,1,0,0,0,1,Question Answering,,112.0,,2.0492180226701815,1.0986122886681098,1,0,0,1,2,1.0986122886681098,2022,Question Answering,ACL
2022.acl-long.554,0,1,2022,ACL,,110000000000000,1,0,1,0,0,0,Language Modeling,,110.0,,2.041392685158225,0.6931471805599453,0,0,0,0,1,0.6931471805599453,2022,Language Modeling,ACL
2022.acl-long.558,1,1,2022,ACL,448000000000000.0,448000000000000,2,1,1,1,1,1,Machine Translation,448.0,448.0,2.651278013998144,2.651278013998144,1.0986122886681098,1,1,1,1,2,1.0986122886681098,2022,Machine Translation,ACL
2022.acl-long.56,0,1,2022,ACL,,89200000000000,2,0,1,0,1,1,Discourse and Pragmatics,,89.2,,1.9503648543761232,1.0986122886681098,0,0,1,1,2,1.0986122886681098,2022,Discourse and Pragmatics,ACL
2022.acl-long.560,1,1,2022,ACL,896000000000000.0,896000000000000,1,1,0,0,0,0,Machine Translation,896.0,896.0,2.9523080096621253,2.9523080096621253,0.6931471805599453,1,0,0,0,1,0.6931471805599453,2022,Machine Translation,ACL
2022.acl-long.562,1,1,2022,ACL,71000000000000.0,71000000000000,2,0,1,0,0,0,"Multimodality and Language Grounding to Vision, Robotics and Beyond",71.0,71.0,1.8512583487190752,1.8512583487190752,1.0986122886681098,0,0,0,0,2,1.0986122886681098,2022,"Multimodality and Language Grounding to Vision, Robotics and Beyond",ACL
2022.acl-long.564,1,1,2022,ACL,113800000000000.0,113800000000000,2,1,1,1,1,1,"Speech Recognition, Text-to-Speech and Spoken Language Understanding",113.8,113.8,2.056142262059052,2.056142262059052,1.0986122886681098,1,1,1,1,2,1.0986122886681098,2022,"Speech Recognition, Text-to-Speech and Spoken Language Understanding",ACL
2022.acl-long.566,0,1,2022,ACL,,112000000000000,7,1,1,1,1,0,Interpretability and Analysis of Models for NLP,,112.0,,2.0492180226701815,2.0794415416798357,1,1,1,0,7,2.0794415416798357,2022,Interpretability and Analysis of Models for NLP,ACL
2022.acl-long.569,0,1,2022,ACL,,6691000000000,2,0,1,0,1,0,Generation,,6.691,,0.8254910298794309,1.0986122886681098,0,0,1,0,2,1.0986122886681098,2022,Generation,ACL
2022.acl-long.57,1,1,2022,ACL,113800000000000.0,113800000000000,2,0,1,0,0,0,Dialogue and Interactive Systems,113.8,113.8,2.056142262059052,2.056142262059052,1.0986122886681098,0,0,0,0,2,1.0986122886681098,2022,Dialogue and Interactive Systems,ACL
2022.acl-long.572,0,1,2022,ACL,,9526000000000,1,0,1,0,0,0,Machine Learning for NLP,,9.526,,0.9789105771755716,0.6931471805599453,0,0,0,0,1,0.6931471805599453,2022,Machine Learning for NLP,ACL
2022.acl-long.574,1,1,2022,ACL,112000000000000.0,112000000000000,5,0,1,0,1,1,"Linguistic Theories, Cognitive Modeling, and Psycholinguistics",112.0,112.0,2.0492180226701815,2.0492180226701815,1.791759469228055,0,0,1,1,5,1.791759469228055,2022,"Linguistic Theories, Cognitive Modeling, and Psycholinguistics",ACL
2022.acl-long.576,1,1,2022,ACL,1792000000000000.0,1792000000000000,2,1,1,1,1,0,Language Modeling,1792.0,1792.0,3.2533380053261065,3.2533380053261065,1.0986122886681098,1,1,1,0,2,1.0986122886681098,2022,Language Modeling,ACL
2022.acl-long.58,0,1,2022,ACL,,312000000000000,1,0,1,0,0,0,Summarization,,312.0,,2.494154594018443,0.6931471805599453,0,0,0,0,1,0.6931471805599453,2022,Summarization,ACL
2022.acl-long.580,0,1,2022,ACL,,112000000000000,6,1,1,1,1,1,"Speech Recognition, Text-to-Speech and Spoken Language Understanding",,112.0,,2.0492180226701815,1.9459101490553132,1,1,1,1,6,1.9459101490553132,2022,"Speech Recognition, Text-to-Speech and Spoken Language Understanding",ACL
2022.acl-long.581,0,1,2022,ACL,,112000000000000,2,1,1,1,1,1,Interpretability and Analysis of Models for NLP,,112.0,,2.0492180226701815,1.0986122886681098,1,1,1,1,2,1.0986122886681098,2022,Interpretability and Analysis of Models for NLP,ACL
2022.acl-long.582,1,1,2022,ACL,130500000000000.0,130500000000000,3,0,1,0,0,1,Multilingualism and Cross-Lingual NLP,130.5,130.5,2.1156105116742996,2.1156105116742996,1.3862943611198906,0,0,0,1,3,1.3862943611198906,2022,Multilingualism and Cross-Lingual NLP,ACL
2022.acl-long.584,0,1,2022,ACL,,11340000000000,1,0,0,0,0,0,Machine Learning for NLP,,11.34,,1.0546130545568877,0.6931471805599453,0,0,0,0,1,0.6931471805599453,2022,Machine Learning for NLP,ACL
2022.acl-long.587,1,1,2022,ACL,227600000000000.0,227600000000000,1,0,1,0,0,0,NLP Applications,227.6,227.6,2.3571722577230334,2.3571722577230334,0.6931471805599453,0,0,0,0,1,0.6931471805599453,2022,NLP Applications,ACL
2022.acl-long.588,1,1,2022,ACL,71000000000000.0,71000000000000,1,0,1,0,0,0,Semantics: Lexical and Sentence-Level,71.0,71.0,1.8512583487190752,1.8512583487190752,0.6931471805599453,0,0,0,0,1,0.6931471805599453,2022,Semantics: Lexical and Sentence-Level,ACL
2022.acl-long.590,1,1,2022,ACL,2496000000000000.0,2496000000000000,3,1,1,1,1,0,Efficient Methods for NLP,2496.0,2496.0,3.397244581010386,3.397244581010386,1.3862943611198906,1,1,1,0,3,1.3862943611198906,2022,Efficient Methods for NLP,ACL
2022.acl-long.592,1,1,2022,ACL,112000000000000.0,112000000000000,3,1,1,1,1,0,Efficient Methods for NLP,112.0,112.0,2.0492180226701815,2.0492180226701815,1.3862943611198906,1,1,1,0,3,1.3862943611198906,2022,Efficient Methods for NLP,ACL
2022.acl-long.594,0,1,2022,ACL,,94080000000000,2,0,1,0,1,0,Question Answering,,94.08,,1.9734973087320633,1.0986122886681098,0,0,1,0,2,1.0986122886681098,2022,Question Answering,ACL
2022.acl-long.602,0,1,2022,ACL,,112000000000000,2,1,1,1,1,1,Efficient Methods for NLP,,112.0,,2.0492180226701815,1.0986122886681098,1,1,1,1,2,1.0986122886681098,2022,Efficient Methods for NLP,ACL
2022.acl-long.63,0,1,2022,ACL,,11340000000000,1,0,1,0,0,0,Information Extraction,,11.34,,1.0546130545568877,0.6931471805599453,0,0,0,0,1,0.6931471805599453,2022,Information Extraction,ACL
2022.acl-long.65,1,1,2022,ACL,7168000000000000.0,7168000000000000,2,1,0,0,1,1,Interpretability and Analysis of Models for NLP,7168.0,7168.0,3.8553979966540686,3.8553979966540686,1.0986122886681098,1,0,1,1,2,1.0986122886681098,2022,Interpretability and Analysis of Models for NLP,ACL
2022.acl-long.66,1,1,2022,ACL,598800000000000.0,598800000000000,3,1,1,1,1,0,"Multimodality and Language Grounding to Vision, Robotics and Beyond",598.8,598.8,2.777281791671015,2.777281791671015,1.3862943611198906,1,1,1,0,3,1.3862943611198906,2022,"Multimodality and Language Grounding to Vision, Robotics and Beyond",ACL
2022.acl-long.67,1,1,2022,ACL,119100000000000.0,119100000000000,2,1,1,1,1,0,Information Extraction,119.1,119.1,2.0759117614827773,2.0759117614827773,1.0986122886681098,1,1,1,0,2,1.0986122886681098,2022,Information Extraction,ACL
2022.acl-long.69,1,1,2022,ACL,2496000000000000.0,2496000000000000,1,1,0,0,0,0,Question Answering,2496.0,2496.0,3.397244581010386,3.397244581010386,0.6931471805599453,1,0,0,0,1,0.6931471805599453,2022,Question Answering,ACL
2022.acl-long.72,1,1,2022,ACL,71000000000000.0,71000000000000,2,0,1,0,0,1,"Ethics, Bias, and Fairness",71.0,71.0,1.8512583487190752,1.8512583487190752,1.0986122886681098,0,0,0,1,2,1.0986122886681098,2022,"Ethics, Bias, and Fairness",ACL
2022.acl-long.75,0,1,2022,ACL,,4709000000000,1,0,1,0,0,0,Language Modeling,,4.709,,0.6729286904427224,0.6931471805599453,0,0,0,0,1,0.6931471805599453,2022,Language Modeling,ACL
2022.acl-long.76,1,1,2022,ACL,896000000000000.0,896000000000000,1,0,1,0,0,0,Information Retrieval and Text Mining,896.0,896.0,2.9523080096621253,2.9523080096621253,0.6931471805599453,0,0,0,0,1,0.6931471805599453,2022,Information Retrieval and Text Mining,ACL
2022.acl-long.77,0,1,2022,ACL,,113800000000000,2,0,1,0,0,1,NLP and Symbolic Reasoning,,113.8,,2.056142262059052,1.0986122886681098,0,0,0,1,2,1.0986122886681098,2022,NLP and Symbolic Reasoning,ACL
2022.acl-long.78,1,1,2022,ACL,448000000000000.0,448000000000000,4,1,1,1,1,1,Question Answering,448.0,448.0,2.651278013998144,2.651278013998144,1.6094379124341003,1,1,1,1,4,1.6094379124341003,2022,Question Answering,ACL
2022.acl-long.82,1,1,2022,ACL,448000000000000.0,448000000000000,3,1,1,1,1,0,Information Retrieval and Text Mining,448.0,448.0,2.651278013998144,2.651278013998144,1.3862943611198906,1,1,1,0,3,1.3862943611198906,2022,Information Retrieval and Text Mining,ACL
2022.acl-long.83,0,1,2022,ACL,,6691000000000,1,0,1,0,0,0,"Multimodality and Language Grounding to Vision, Robotics and Beyond",,6.691,,0.8254910298794309,0.6931471805599453,0,0,0,0,1,0.6931471805599453,2022,"Multimodality and Language Grounding to Vision, Robotics and Beyond",ACL
2022.acl-long.85,1,1,2022,ACL,312000000000000.0,312000000000000,1,0,1,0,0,0,Generation,312.0,312.0,2.494154594018443,2.494154594018443,0.6931471805599453,0,0,0,0,1,0.6931471805599453,2022,Generation,ACL
2022.acl-long.86,1,1,2022,ACL,113800000000000.0,113800000000000,1,0,1,0,0,0,Summarization,113.8,113.8,2.056142262059052,2.056142262059052,0.6931471805599453,0,0,0,0,1,0.6931471805599453,2022,Summarization,ACL
2022.acl-long.87,0,1,2022,ACL,,8126000000000,1,0,1,0,0,0,Semantics: Lexical and Sentence-Level,,8.126,,0.9098768179903928,0.6931471805599453,0,0,0,0,1,0.6931471805599453,2022,Semantics: Lexical and Sentence-Level,ACL
2022.acl-long.90,1,1,2022,ACL,130500000000000.0,130500000000000,2,0,1,0,1,0,Summarization,130.5,130.5,2.1156105116742996,2.1156105116742996,1.0986122886681098,0,0,1,0,2,1.0986122886681098,2022,Summarization,ACL
2022.acl-long.91,1,1,2022,ACL,261000000000000.0,261000000000000,2,0,1,0,0,0,Discourse and Pragmatics,261.0,261.0,2.416640507338281,2.416640507338281,1.0986122886681098,0,0,0,0,2,1.0986122886681098,2022,Discourse and Pragmatics,ACL
2022.acl-long.93,1,1,2022,ACL,130500000000000.0,130500000000000,3,1,1,1,1,1,Resources and Evaluation,130.5,130.5,2.1156105116742996,2.1156105116742996,1.3862943611198906,1,1,1,1,3,1.3862943611198906,2022,Resources and Evaluation,ACL
2022.acl-long.97,0,1,2022,ACL,,12150000000000,1,0,1,0,0,0,Computational Social Science and Cultural Analytics,,12.15,,1.084576277934331,0.6931471805599453,0,0,0,0,1,0.6931471805599453,2022,Computational Social Science and Cultural Analytics,ACL
2022.acl-long.98,0,1,2022,ACL,,6691000000000,4,1,1,1,1,1,"Ethics, Bias, and Fairness",,6.691,,0.8254910298794309,1.6094379124341003,1,1,1,1,4,1.6094379124341003,2022,"Ethics, Bias, and Fairness",ACL
2022.emnlp-main.101,0,1,2022,EMNLP,,130500000000000,2,0,1,0,0,1,Multilingualism and Cross-Lingual NLP,,130.5,,2.1156105116742996,1.0986122886681098,0,0,0,1,2,1.0986122886681098,2022,Multilingualism and Cross-Lingual NLP,EMNLP
2022.emnlp-main.102,0,1,2022,EMNLP,,8873000000000,2,0,1,0,0,1,Multilingualism and Cross-Lingual NLP,,8.873,,0.9480704815189411,1.0986122886681098,0,0,0,1,2,1.0986122886681098,2022,Multilingualism and Cross-Lingual NLP,EMNLP
2022.emnlp-main.103,1,1,2022,EMNLP,2496000000000000.0,2496000000000000,3,1,1,1,1,1,Generation,2496.0,2496.0,3.397244581010386,3.397244581010386,1.3862943611198906,1,1,1,1,3,1.3862943611198906,2022,Generation,EMNLP
2022.emnlp-main.105,1,1,2022,EMNLP,224000000000000.0,224000000000000,1,0,1,0,0,0,Machine Learning for NLP,224.0,224.0,2.3502480183341627,2.3502480183341627,0.6931471805599453,0,0,0,0,1,0.6931471805599453,2022,Machine Learning for NLP,EMNLP
2022.emnlp-main.106,1,1,2022,EMNLP,896000000000000.0,896000000000000,3,1,1,1,1,0,Dialogue and Interactive Systems,896.0,896.0,2.9523080096621253,2.9523080096621253,1.3862943611198906,1,1,1,0,3,1.3862943611198906,2022,Dialogue and Interactive Systems,EMNLP
2022.emnlp-main.107,1,1,2022,EMNLP,71000000000000.0,71000000000000,2,1,1,1,1,0,NLP and Symbolic Reasoning,71.0,71.0,1.8512583487190752,1.8512583487190752,1.0986122886681098,1,1,1,0,2,1.0986122886681098,2022,NLP and Symbolic Reasoning,EMNLP
2022.emnlp-main.108,1,1,2022,EMNLP,7168000000000000.0,7168000000000000,3,1,1,1,1,1,"Speech Recognition, Text-to-Speech and Spoken Language Understanding",7168.0,7168.0,3.8553979966540686,3.8553979966540686,1.3862943611198906,1,1,1,1,3,1.3862943611198906,2022,"Speech Recognition, Text-to-Speech and Spoken Language Understanding",EMNLP
2022.emnlp-main.11,1,1,2022,EMNLP,113800000000000.0,113800000000000,1,0,1,0,0,0,NLP Applications,113.8,113.8,2.056142262059052,2.056142262059052,0.6931471805599453,0,0,0,0,1,0.6931471805599453,2022,NLP Applications,EMNLP
2022.emnlp-main.110,0,1,2022,EMNLP,,8873000000000,1,1,0,0,0,0,"Syntax: Tagging, Chunking and Parsing",,8.873,,0.9480704815189411,0.6931471805599453,1,0,0,0,1,0.6931471805599453,2022,"Syntax: Tagging, Chunking and Parsing",EMNLP
2022.emnlp-main.112,1,1,2022,EMNLP,71000000000000.0,71000000000000,3,0,1,0,1,0,Efficient Methods for NLP,71.0,71.0,1.8512583487190752,1.8512583487190752,1.3862943611198906,0,0,1,0,3,1.3862943611198906,2022,Efficient Methods for NLP,EMNLP
2022.emnlp-main.113,1,1,2022,EMNLP,142000000000000.0,142000000000000,2,0,1,0,0,1,Information Extraction,142.0,142.0,2.1522883443830563,2.1522883443830563,1.0986122886681098,0,0,0,1,2,1.0986122886681098,2022,Information Extraction,EMNLP
2022.emnlp-main.114,1,1,2022,EMNLP,2496000000000000.0,2496000000000000,3,0,1,0,1,0,Generation,2496.0,2496.0,3.397244581010386,3.397244581010386,1.3862943611198906,0,0,1,0,3,1.3862943611198906,2022,Generation,EMNLP
2022.emnlp-main.115,1,1,2022,EMNLP,71000000000000.0,71000000000000,1,0,1,0,0,0,Question Answering,71.0,71.0,1.8512583487190752,1.8512583487190752,0.6931471805599453,0,0,0,0,1,0.6931471805599453,2022,Question Answering,EMNLP
2022.emnlp-main.116,0,1,2022,EMNLP,,136400000000000,4,1,1,1,1,1,Information Extraction,,136.4,,2.13481437032046,1.6094379124341003,1,1,1,1,4,1.6094379124341003,2022,Information Extraction,EMNLP
2022.emnlp-main.117,1,1,2022,EMNLP,130500000000000.0,130500000000000,2,0,1,0,0,1,Information Extraction,130.5,130.5,2.1156105116742996,2.1156105116742996,1.0986122886681098,0,0,0,1,2,1.0986122886681098,2022,Information Extraction,EMNLP
2022.emnlp-main.119,1,1,2022,EMNLP,428000000000000.0,428000000000000,2,0,1,0,0,0,Language Modeling,428.0,428.0,2.6314437690131722,2.6314437690131722,1.0986122886681098,0,0,0,0,2,1.0986122886681098,2022,Language Modeling,EMNLP
2022.emnlp-main.12,0,1,2022,EMNLP,,89200000000000,2,0,1,0,1,1,Information Extraction,,89.2,,1.9503648543761232,1.0986122886681098,0,0,1,1,2,1.0986122886681098,2022,Information Extraction,EMNLP
2022.emnlp-main.120,1,1,2022,EMNLP,896000000000000.0,896000000000000,2,1,1,1,1,0,Efficient Methods for NLP,896.0,896.0,2.9523080096621253,2.9523080096621253,1.0986122886681098,1,1,1,0,2,1.0986122886681098,2022,Efficient Methods for NLP,EMNLP
2022.emnlp-main.122,0,1,2022,EMNLP,,71000000000000,1,0,1,0,0,0,Question Answering,,71.0,,1.8512583487190752,0.6931471805599453,0,0,0,0,1,0.6931471805599453,2022,Question Answering,EMNLP
