paper_id,track,year,venue,is_disclosed,is_strict,is_lb1_gfimp,paper_gpu_num_total,paper_max_row_compute_capability,paper_max_row_compute_capability_gfimp_lb1,team_size,cited_by_count,openalex_field_normalized_percentile,primary_topic,n_organizations
2024.findings-emnlp.384,findings,2024,emnlp,1,0,1,,,312000000000000,7,7,0.84557391000000004,"Multimodality and Language Grounding to Vision, Robotics and Beyond",4
2024.findings-emnlp.385,findings,2024,emnlp,1,1,1,1,312000000000000,312000000000000,8,2,0.86923304999999995,NLP and Code Models,1
2024.findings-emnlp.386,findings,2024,emnlp,1,1,1,2,660000000000000,660000000000000,4,0,0.18220912,Efficient Methods for NLP,1
2024.findings-emnlp.387,findings,2024,emnlp,1,1,1,4,284000000000000,284000000000000,3,2,0.86456743000000003,Resources and Evaluation,1
2024.findings-emnlp.389,findings,2024,emnlp,1,1,1,1,312000000000000,312000000000000,4,0,0.32914819000000001,Summarization,4
2024.findings-emnlp.39,findings,2024,emnlp,1,1,1,2,624000000000000,624000000000000,2,1,0.66703566000000003,"Syntax: Tagging, Chunking and Parsing",1
2024.findings-emnlp.390,findings,2024,emnlp,1,1,1,4,448000000000000,448000000000000,2,0,0.18702679999999999,Semantics: Lexical and Sentence-Level,2
2024.findings-emnlp.391,findings,2024,emnlp,1,0,1,1,,91060000000000,2,1,0.66905104000000004,Efficient Methods for NLP,2
2024.findings-emnlp.394,findings,2024,emnlp,1,1,1,8,2496000000000000,2496000000000000,4,2,0.75057017000000004,Multilingualism and Cross-Lingual NLP,3
2024.findings-emnlp.395,findings,2024,emnlp,1,0,1,,,312000000000000,9,1,0.89527164999999997,Resources and Evaluation,2
2024.findings-emnlp.396,findings,2024,emnlp,1,1,1,1,312000000000000,312000000000000,3,2,0.73445786999999996,Efficient Methods for NLP,3
2024.findings-emnlp.397,findings,2024,emnlp,1,1,1,8,2496000000000000,2496000000000000,9,0,0.18229872,Interpretability and Analysis of Models for NLP,2
2024.findings-emnlp.398,findings,2024,emnlp,1,1,1,6,714600000000000,714600000000000,7,1,0.66682370999999996,"Ethics, Bias, and Fairness",3
2024.findings-emnlp.40,findings,2024,emnlp,1,1,1,1,311800000000000,311800000000000,9,8,0.90767416999999995,Interpretability and Analysis of Models for NLP,4
2024.findings-emnlp.400,findings,2024,emnlp,1,0,1,,,312000000000000,3,9,0.91011185999999999,Information Extraction,2
2024.findings-emnlp.401,findings,2024,emnlp,1,1,1,7,1248000000000000,1248000000000000,3,1,0.66930095000000001,"Speech Recognition, Text-to-Speech and Spoken Language Understanding",2
2024.findings-emnlp.402,findings,2024,emnlp,1,1,1,1,330000000000000,330000000000000,5,3,0.80215961000000002,Machine Learning for NLP,1
2024.findings-emnlp.403,findings,2024,emnlp,1,1,1,8,7912000000000000,7912000000000000,6,1,0.66958859000000004,Efficient Methods for NLP,3
2024.findings-emnlp.406,findings,2024,emnlp,1,1,1,12,2640000000000000,2640000000000000,8,2,0.75262054,Computational Social Science and Cultural Analytics,2
2024.findings-emnlp.407,findings,2024,emnlp,1,0,1,,,312000000000000,6,10,0.92639395999999996,Interpretability and Analysis of Models for NLP,0
2024.findings-emnlp.408,findings,2024,emnlp,1,1,1,1,71000000000000,71000000000000,9,5,0.86078509999999997,"Sentiment Analysis, Stylistic Analysis, and Argument Mining",1
2024.findings-emnlp.409,findings,2024,emnlp,1,1,1,8,2496000000000000,2496000000000000,2,3,0.80217375999999996,Efficient Methods for NLP,1
2024.findings-emnlp.410,findings,2024,emnlp,1,1,1,1,312000000000000,312000000000000,5,5,0.85836641999999996,Question Answering,2
2024.findings-emnlp.411,findings,2024,emnlp,1,1,1,16,1792000000000000,1792000000000000,6,8,0.98742706000000002,NLP and Symbolic Reasoning,2
2024.findings-emnlp.414,findings,2024,emnlp,1,1,1,4,476400000000000,476400000000000,4,4,0.97189492,Generation,3
2024.findings-emnlp.415,findings,2024,emnlp,1,1,1,1,119100000000000,119100000000000,6,4,0.59463522999999996,Interpretability and Analysis of Models for NLP,2
2024.findings-emnlp.417,findings,2024,emnlp,1,1,1,2,312000000000000,312000000000000,8,8,0.86435496000000001,Efficient Methods for NLP,1
2024.findings-emnlp.418,findings,2024,emnlp,1,1,1,1,130500000000000,130500000000000,4,0,0.32914527999999998,Computational Social Science and Cultural Analytics,1
2024.findings-emnlp.419,findings,2024,emnlp,1,0,1,,,119100000000000,3,0,0.18293056999999999,Semantics: Lexical and Sentence-Level,3
2024.findings-emnlp.422,findings,2024,emnlp,1,1,1,17,1792000000000000,1792000000000000,5,0,0.18252504999999999,Efficient Methods for NLP,1
2024.findings-emnlp.423,findings,2024,emnlp,1,1,1,1,119100000000000,119100000000000,5,2,0.87105591999999998,Language Modeling,3
2024.findings-emnlp.426,findings,2024,emnlp,1,0,1,,,330000000000000,4,5,0.85823165999999995,Multilingualism and Cross-Lingual NLP,2
2024.findings-emnlp.428,findings,2024,emnlp,1,0,1,,,330000000000000,2,1,0.64743589999999995,Information Retrieval and Text Mining,1
2024.findings-emnlp.430,findings,2024,emnlp,1,0,1,,,756000000000000,7,3,0.90525109999999998,Efficient Methods for NLP,2
2024.findings-emnlp.431,findings,2024,emnlp,1,1,1,1,89200000000000,89200000000000,4,0,0.18264764999999999,Summarization,2
2024.findings-emnlp.434,findings,2024,emnlp,1,0,1,,,119100000000000,5,1,0.66934811000000005,Efficient Methods for NLP,2
2024.findings-emnlp.435,findings,2024,emnlp,1,1,1,9,2496000000000000,2496000000000000,4,2,0.67804335000000004,Generation,1
2024.findings-emnlp.436,findings,2024,emnlp,1,0,1,,,130500000000000,4,2,0.75258753,Semantics: Lexical and Sentence-Level,3
2024.findings-emnlp.439,findings,2024,emnlp,1,0,1,,,312000000000000,5,4,0.83374400000000004,Human-Centered NLP and Human-AI Interaction,1
2024.findings-emnlp.44,findings,2024,emnlp,1,1,1,4,1248000000000000,1248000000000000,4,8,0.90566206999999999,Efficient Methods for NLP,1
2024.findings-emnlp.440,findings,2024,emnlp,1,0,1,1,,11340000000000,4,3,0.80227278000000002,Interpretability and Analysis of Models for NLP,2
2024.findings-emnlp.441,findings,2024,emnlp,1,1,1,8,497000000000000,497000000000000,2,1,0.64753559000000005,Language Modeling,2
2024.findings-emnlp.443,findings,2024,emnlp,1,1,1,1,113800000000000,113800000000000,5,0,0.31827823999999999,Dialogue and Interactive Systems,3
2024.findings-emnlp.444,findings,2024,emnlp,1,0,1,,,989000000000000,4,5,0.74414469000000005,Efficient Methods for NLP,2
2024.findings-emnlp.447,findings,2024,emnlp,1,1,1,1,312000000000000,312000000000000,5,9,0.84651971000000004,Interpretability and Analysis of Models for NLP,1
2024.findings-emnlp.448,findings,2024,emnlp,1,1,1,8,952800000000000,952800000000000,4,1,0.66944241000000004,Dialogue and Interactive Systems,1
2024.findings-emnlp.449,findings,2024,emnlp,1,1,1,4,1248000000000000,1248000000000000,7,9,0.90952679999999997,Resources and Evaluation,3
2024.findings-emnlp.45,findings,2024,emnlp,1,1,1,1,71000000000000,160000000000000,4,3,0.83267769000000003,Information Extraction,2
2024.findings-emnlp.450,findings,2024,emnlp,1,1,1,4,1248000000000000,1248000000000000,3,0,0.18751745,Computational Social Science and Cultural Analytics,2
2024.findings-emnlp.453,findings,2024,emnlp,1,1,1,2,149700000000000,149700000000000,4,3,0.8022492,"Sentiment Analysis, Stylistic Analysis, and Argument Mining",2
2024.findings-emnlp.455,findings,2024,emnlp,1,0,1,8,,76208000000000,6,2,0.74963964000000005,Machine Translation,1
2024.findings-emnlp.456,findings,2024,emnlp,1,1,1,4,448000000000000,448000000000000,10,8,0.90565158000000001,Language Modeling,5
2024.findings-emnlp.457,findings,2024,emnlp,1,1,1,1,147000000000000,147000000000000,6,3,0.80223977000000002,Interpretability and Analysis of Models for NLP,4
2024.findings-emnlp.458,findings,2024,emnlp,1,1,1,8,896000000000000,896000000000000,10,2,0.71624051,Generation,4
2024.findings-emnlp.459,findings,2024,emnlp,1,1,1,4,1248000000000000,1248000000000000,13,9,0.91768477999999998,LLM agents,5
2024.findings-emnlp.46,findings,2024,emnlp,1,1,1,4,1248000000000000,1248000000000000,7,1,0.90068554000000001,Language Modeling,3
2024.findings-emnlp.461,findings,2024,emnlp,1,1,1,1,312000000000000,312000000000000,7,1,0.66702623999999999,Generation,2
2024.findings-emnlp.462,findings,2024,emnlp,1,1,1,2,311800000000000,311800000000000,5,0,0.18254391,Interpretability and Analysis of Models for NLP,2
2024.findings-emnlp.463,findings,2024,emnlp,1,1,1,8,2496000000000000,2496000000000000,4,6,0.87118888000000005,NLP and Symbolic Reasoning,1
2024.findings-emnlp.465,findings,2024,emnlp,1,1,1,1,71000000000000,71000000000000,4,0,0.19951832,Dialogue and Interactive Systems,2
2024.findings-emnlp.466,findings,2024,emnlp,1,1,1,20,1792000000000000,1792000000000000,4,6,0.87491421999999996,Interpretability and Analysis of Models for NLP,4
2024.findings-emnlp.467,findings,2024,emnlp,1,1,1,4,888800000000000,888800000000000,6,7,0.966858,"Ethics, Bias, and Fairness",3
2024.findings-emnlp.469,findings,2024,emnlp,1,0,1,,,312000000000000,5,0,0.18252977000000001,Interpretability and Analysis of Models for NLP,5
2024.findings-emnlp.470,findings,2024,emnlp,1,1,1,1,112000000000000,112000000000000,5,1,0.64821355999999997,Information Retrieval and Text Mining,1
2024.findings-emnlp.471,findings,2024,emnlp,1,1,1,5,936000000000000,936000000000000,3,10,0.92544747999999999,Interpretability and Analysis of Models for NLP,1
2024.findings-emnlp.472,findings,2024,emnlp,1,1,1,8,2494400000000000,2494400000000000,6,3,0.80216904,Dialogue and Interactive Systems,3
2024.findings-emnlp.477,findings,2024,emnlp,1,1,1,3,936000000000000,936000000000000,4,6,0.87716735999999995,NLP Applications,1
2024.findings-emnlp.478,findings,2024,emnlp,1,1,1,8,2494400000000000,2494400000000000,6,0,0.18288813000000001,"Ethics, Bias, and Fairness",2
2024.findings-emnlp.48,findings,2024,emnlp,1,0,1,,,330000000000000,4,4,0.85188129000000001,Resources and Evaluation,1
2024.findings-emnlp.481,findings,2024,emnlp,1,0,1,,,312000000000000,2,47,0.99741904000000003,Generation,1
2024.findings-emnlp.482,findings,2024,emnlp,1,1,1,1,312000000000000,312000000000000,8,2,0.86349584000000001,Resources and Evaluation,4
2024.findings-emnlp.484,findings,2024,emnlp,1,1,1,1,71000000000000,71000000000000,3,0,0.18247318000000001,"Ethics, Bias, and Fairness",1
2024.findings-emnlp.486,findings,2024,emnlp,1,1,1,1,312000000000000,312000000000000,3,4,0.85410105999999997,NLP Applications,3
2024.findings-emnlp.488,findings,2024,emnlp,1,1,1,9,2496000000000000,2496000000000000,4,0,0.18716852,Resources and Evaluation,3
2024.findings-emnlp.49,findings,2024,emnlp,1,1,1,4,1248000000000000,1248000000000000,10,12,0.93984674999999995,Information Retrieval and Text Mining,3
2024.findings-emnlp.490,findings,2024,emnlp,1,0,1,,,312000000000000,3,3,0.80231522,Language Modeling,4
2024.findings-emnlp.491,findings,2024,emnlp,1,0,1,,,312000000000000,5,6,0.87970764999999995,Language Modeling,2
2024.findings-emnlp.494,findings,2024,emnlp,1,1,1,8,952800000000000,952800000000000,3,2,0.74975740999999996,Generation,1
2024.findings-emnlp.496,findings,2024,emnlp,1,1,1,1,119100000000000,119100000000000,3,16,0.95351816,Question Answering,1
2024.findings-emnlp.499,findings,2024,emnlp,1,1,1,2,624000000000000,624000000000000,2,0,0.18111073999999999,Generation,1
2024.findings-emnlp.50,findings,2024,emnlp,1,1,1,1,71000000000000,71000000000000,8,4,0.92505788,LLM agents,2
2024.findings-emnlp.500,findings,2024,emnlp,1,1,1,4,1248000000000000,1248000000000000,6,6,0.87801856,Question Answering,3
2024.findings-emnlp.501,findings,2024,emnlp,1,1,1,4,1247200000000000,1247200000000000,6,1,0.53321397000000004,"Multimodality and Language Grounding to Vision, Robotics and Beyond",2
2024.findings-emnlp.502,findings,2024,emnlp,1,0,1,,,989000000000000,7,0,0.18766699000000001,Efficient Methods for NLP,4
2024.findings-emnlp.504,findings,2024,emnlp,1,1,1,12,2496000000000000,2496000000000000,5,0,0.24637713999999999,Interpretability and Analysis of Models for NLP,1
2024.findings-emnlp.505,findings,2024,emnlp,1,1,1,1,222200000000000,222200000000000,5,0,0.18142164,Interpretability and Analysis of Models for NLP,1
2024.findings-emnlp.506,findings,2024,emnlp,1,1,1,1,312000000000000,312000000000000,5,0,0.18105421999999999,"Multimodality and Language Grounding to Vision, Robotics and Beyond",1
2024.findings-emnlp.509,findings,2024,emnlp,1,1,1,4,1248000000000000,1248000000000000,6,2,0.74971971999999998,"Ethics, Bias, and Fairness",1
2024.findings-emnlp.51,findings,2024,emnlp,1,1,1,96,29932800000000000,29932800000000000,4,4,0.8362136,Information Retrieval and Text Mining,3
2024.findings-emnlp.510,findings,2024,emnlp,1,1,1,2,624000000000000,624000000000000,11,32,0.98445632000000005,LLM agents,7
2024.findings-emnlp.519,findings,2024,emnlp,1,1,1,4,284000000000000,284000000000000,9,0,0.18252033000000001,Question Answering,3
2024.findings-emnlp.52,findings,2024,emnlp,1,1,1,8,568000000000000,568000000000000,2,3,0.80250854999999999,Resources and Evaluation,2
2024.findings-emnlp.520,findings,2024,emnlp,1,0,1,,,312000000000000,3,7,0.95511425999999999,Interpretability and Analysis of Models for NLP,2
2024.findings-emnlp.521,findings,2024,emnlp,1,1,1,1,312000000000000,312000000000000,7,0,0.21108125,Efficient Methods for NLP,4
2024.findings-emnlp.522,findings,2024,emnlp,1,1,1,8,896000000000000,896000000000000,4,1,0.66942354999999998,Resources and Evaluation,2
2024.findings-emnlp.524,findings,2024,emnlp,1,0,1,,,312000000000000,6,4,0.83619474000000005,Question Answering,2
2024.findings-emnlp.525,findings,2024,emnlp,1,1,1,4,1248000000000000,1248000000000000,5,1,0.88660649999999996,Generation,2
2024.findings-emnlp.526,findings,2024,emnlp,1,0,1,,,312000000000000,7,0,0.18266178999999999,Resources and Evaluation,3
2024.findings-emnlp.527,findings,2024,emnlp,1,1,1,8,2496000000000000,2496000000000000,3,4,0.82188463,Question Answering,2
2024.findings-emnlp.528,findings,2024,emnlp,1,1,1,6,448000000000000,448000000000000,6,6,0.87906240000000002,Clinical and Biomedical Applications,2
2024.findings-emnlp.531,findings,2024,emnlp,1,1,1,1,149700000000000,149700000000000,8,2,0.72435340999999998,Dialogue and Interactive Systems,6
2024.findings-emnlp.532,findings,2024,emnlp,1,0,1,,,312000000000000,8,1,0.66922550999999997,Resources and Evaluation,2
2024.findings-emnlp.533,findings,2024,emnlp,1,1,1,8,2496000000000000,2496000000000000,4,2,0.75247436000000001,"Speech Recognition, Text-to-Speech and Spoken Language Understanding",2
2024.findings-emnlp.535,findings,2024,emnlp,1,1,1,1,71000000000000,71000000000000,3,2,0.75280442999999997,Semantics: Lexical and Sentence-Level,1
2024.findings-emnlp.537,findings,2024,emnlp,1,1,1,1,312000000000000,312000000000000,3,5,0.86073794999999997,Machine Learning for NLP,1
2024.findings-emnlp.538,findings,2024,emnlp,1,1,1,8,2496000000000000,2496000000000000,8,2,0.75230931999999995,"Ethics, Bias, and Fairness",4
2024.findings-emnlp.539,findings,2024,emnlp,1,0,1,,,312000000000000,5,1,0.56904803000000004,Efficient Methods for NLP,2
2024.findings-emnlp.54,findings,2024,emnlp,1,1,1,10,1248000000000000,1248000000000000,4,7,0.88513796,Interpretability and Analysis of Models for NLP,3
2024.findings-emnlp.540,findings,2024,emnlp,1,1,1,1,119100000000000,119100000000000,3,3,0.80230106999999995,Generation,2
2024.findings-emnlp.541,findings,2024,emnlp,1,1,1,1,112000000000000,112000000000000,7,10,0.89280667999999996,Language Modeling,4
2024.findings-emnlp.542,findings,2024,emnlp,1,1,1,1,312000000000000,312000000000000,7,2,0.68576680000000001,Language Modeling,2
2024.findings-emnlp.543,findings,2024,emnlp,1,1,1,1,71000000000000,71000000000000,3,7,0.89522575000000004,Machine Learning for NLP,3
2024.findings-emnlp.545,findings,2024,emnlp,1,1,1,1,149700000000000,149700000000000,2,11,0.93202222999999995,"Ethics, Bias, and Fairness",1
2024.findings-emnlp.547,findings,2024,emnlp,1,1,1,5,428000000000000,428000000000000,6,0,0.31376106999999998,"Sentiment Analysis, Stylistic Analysis, and Argument Mining",5
2024.findings-emnlp.548,findings,2024,emnlp,1,1,1,1,119100000000000,119100000000000,5,6,0.87751188999999996,Question Answering,1
2024.findings-emnlp.55,findings,2024,emnlp,1,1,1,4,1248000000000000,1248000000000000,6,1,0.64819355999999995,NLP and Code Models,3
2024.findings-emnlp.551,findings,2024,emnlp,1,1,1,8,2496000000000000,2496000000000000,5,2,0.87101954999999998,Interpretability and Analysis of Models for NLP,2
2024.findings-emnlp.552,findings,2024,emnlp,1,1,1,1,110000000000000,110000000000000,3,7,0.89350183000000005,Generation,1
2024.findings-emnlp.553,findings,2024,emnlp,1,1,1,3,238200000000000,238200000000000,4,6,0.94519202000000002,NLP Applications,1
2024.findings-emnlp.554,findings,2024,emnlp,1,1,1,1,312000000000000,312000000000000,3,1,0.66900861,Generation,2
2024.findings-emnlp.555,findings,2024,emnlp,1,1,1,2,238200000000000,238200000000000,5,1,0.71905523999999998,Dialogue and Interactive Systems,2
2024.findings-emnlp.557,findings,2024,emnlp,1,1,1,6,119100000000000,119100000000000,3,1,0.91058326000000001,Computational Social Science and Cultural Analytics,3
2024.findings-emnlp.558,findings,2024,emnlp,1,1,1,2,312000000000000,312000000000000,3,8,0.89516916000000002,Information Retrieval and Text Mining,2
2024.findings-emnlp.56,findings,2024,emnlp,1,1,1,8,2496000000000000,2496000000000000,8,2,0.75290345000000003,"Ethics, Bias, and Fairness",4
2024.findings-emnlp.561,findings,2024,emnlp,1,1,1,4,476400000000000,476400000000000,4,3,0.79982571000000002,LLM agents,1
2024.findings-emnlp.562,findings,2024,emnlp,1,0,1,,,312000000000000,4,2,0.75251208000000003,Question Answering,1
2024.findings-emnlp.563,findings,2024,emnlp,1,1,1,1,119100000000000,119100000000000,3,5,0.86082281999999999,Efficient Methods for NLP,1
2024.findings-emnlp.565,findings,2024,emnlp,1,1,1,1,112000000000000,112000000000000,3,1,0.64091595000000001,Language Modeling,3
2024.findings-emnlp.566,findings,2024,emnlp,1,1,1,1,312000000000000,312000000000000,7,8,0.84078372999999995,Efficient Methods for NLP,2
2024.findings-emnlp.567,findings,2024,emnlp,1,1,1,8,2496000000000000,2496000000000000,5,0,0.19618931000000001,Dialogue and Interactive Systems,2
2024.findings-emnlp.568,findings,2024,emnlp,1,1,1,1,160000000000000,160000000000000,3,4,0.83376437000000003,NLP Applications,3
2024.findings-emnlp.569,findings,2024,emnlp,1,1,1,16,1792000000000000,1792000000000000,12,10,0.92129430999999995,NLP and Symbolic Reasoning,3
2024.findings-emnlp.57,findings,2024,emnlp,1,1,1,8,2496000000000000,2496000000000000,5,4,0.86661699000000003,"Ethics, Bias, and Fairness",2
2024.findings-emnlp.570,findings,2024,emnlp,1,1,1,2,624000000000000,624000000000000,8,8,0.89909578000000001,Efficient Methods for NLP,4
2024.findings-emnlp.571,findings,2024,emnlp,1,1,1,2,299400000000000,299400000000000,5,0,0.18194035,Computational Social Science and Cultural Analytics,3
2024.findings-emnlp.573,findings,2024,emnlp,1,1,1,1,312000000000000,312000000000000,5,0,0.35447761,NLP and Symbolic Reasoning,3
2024.findings-emnlp.574,findings,2024,emnlp,1,1,1,1,121000000000000,121000000000000,8,2,0.75034869999999998,Interpretability and Analysis of Models for NLP,1
2024.findings-emnlp.575,findings,2024,emnlp,1,1,1,4,476400000000000,476400000000000,7,1,0.87211574999999997,NLP and Code Models,1
2024.findings-emnlp.576,findings,2024,emnlp,1,0,1,,,312000000000000,6,2,0.74063595999999998,Language Modeling,3
2024.findings-emnlp.577,findings,2024,emnlp,1,0,1,,,119100000000000,4,2,0.75235176000000004,Machine Learning for NLP,1
2024.findings-emnlp.578,findings,2024,emnlp,1,1,1,3,2268000000000000,2268000000000000,3,3,0.79966084000000004,Summarization,1
2024.findings-emnlp.579,findings,2024,emnlp,1,1,1,5,1248000000000000,1248000000000000,5,3,0.80235294000000001,Efficient Methods for NLP,4
2024.findings-emnlp.58,findings,2024,emnlp,1,1,1,2,238200000000000,238200000000000,5,1,0.67017329000000003,Information Extraction,2
2024.findings-emnlp.580,findings,2024,emnlp,1,1,1,1,110000000000000,110000000000000,4,1,0.66931510000000005,Efficient Methods for NLP,3
2024.findings-emnlp.581,findings,2024,emnlp,1,0,1,,,71000000000000,5,0,0.18242602999999999,Discourse and Pragmatics,2
2024.findings-emnlp.583,findings,2024,emnlp,1,1,1,1,71000000000000,71000000000000,8,7,0.89523518000000002,"Multimodality and Language Grounding to Vision, Robotics and Beyond",3
2024.findings-emnlp.586,findings,2024,emnlp,1,1,1,1,312000000000000,312000000000000,4,0,0.19092635999999999,Computational Social Science and Cultural Analytics,2
2024.findings-emnlp.590,findings,2024,emnlp,1,0,1,,,312000000000000,7,18,0.96400801999999997,Information Extraction,3
2024.findings-emnlp.593,findings,2024,emnlp,1,1,1,8,2496000000000000,2496000000000000,4,1,0.66915477999999995,Question Answering,2
2024.findings-emnlp.594,findings,2024,emnlp,1,0,1,,,312000000000000,6,0,0.18188847999999999,"Multimodality and Language Grounding to Vision, Robotics and Beyond",4
2024.findings-emnlp.596,findings,2024,emnlp,1,1,1,1,130500000000000,130500000000000,3,5,0.86080396000000003,Interpretability and Analysis of Models for NLP,2
2024.findings-emnlp.597,findings,2024,emnlp,1,1,1,8,952800000000000,952800000000000,7,2,0.86455497000000003,"Multimodality and Language Grounding to Vision, Robotics and Beyond",4
2024.findings-emnlp.598,findings,2024,emnlp,1,1,1,1,112000000000000,112000000000000,7,0,0.19755432000000001,Information Retrieval and Text Mining,2
2024.findings-emnlp.599,findings,2024,emnlp,1,1,1,8,2496000000000000,2496000000000000,9,15,0.97972395999999995,"Multimodality and Language Grounding to Vision, Robotics and Beyond",3
2024.findings-emnlp.602,findings,2024,emnlp,1,1,1,1,312000000000000,312000000000000,5,4,0.83621831999999996,Efficient Methods for NLP,3
2024.findings-emnlp.603,findings,2024,emnlp,1,1,1,8,2496000000000000,2496000000000000,7,8,0.90757986999999996,Question Answering,5
2024.findings-emnlp.604,findings,2024,emnlp,1,1,1,4,1248000000000000,1248000000000000,7,3,0.78702596000000002,Efficient Methods for NLP,5
2024.findings-emnlp.606,findings,2024,emnlp,1,1,1,4,448000000000000,448000000000000,5,0,0.32953200999999999,Generation,3
2024.findings-emnlp.609,findings,2024,emnlp,1,1,1,1,71000000000000,71000000000000,5,0,0.18399623000000001,Dialogue and Interactive Systems,1
2024.findings-emnlp.610,findings,2024,emnlp,1,1,1,4,1248000000000000,1248000000000000,11,7,0.95523473999999997,"Ethics, Bias, and Fairness",4
2024.findings-emnlp.612,findings,2024,emnlp,1,1,1,4,1248000000000000,1248000000000000,10,6,0.87990568999999996,Efficient Methods for NLP,4
2024.findings-emnlp.613,findings,2024,emnlp,1,1,1,8,896000000000000,896000000000000,4,4,0.92042460000000004,NLP Applications,2
2024.findings-emnlp.614,findings,2024,emnlp,1,1,1,4,598800000000000,598800000000000,3,2,0.87104985999999995,Efficient Methods for NLP,1
2024.findings-emnlp.615,findings,2024,emnlp,1,1,1,4,284000000000000,284000000000000,10,4,0.83612872999999999,Efficient Methods for NLP,1
2024.findings-emnlp.616,findings,2024,emnlp,1,1,1,6,426000000000000,426000000000000,3,1,0.52643234999999999,Clinical and Biomedical Applications,1
2024.findings-emnlp.617,findings,2024,emnlp,1,1,1,1,312000000000000,312000000000000,5,7,0.89522102999999997,Question Answering,1
2024.findings-emnlp.618,findings,2024,emnlp,1,1,1,80,60480000000000000,60480000000000000,7,1,0.88323821999999996,Clinical and Biomedical Applications,1
2024.findings-emnlp.619,findings,2024,emnlp,1,1,1,8,2496000000000000,2496000000000000,5,1,0.57790543000000005,Clinical and Biomedical Applications,3
2024.findings-emnlp.62,findings,2024,emnlp,1,1,1,4,3024000000000000,3024000000000000,5,6,0.94779809999999998,Generation,1
2024.findings-emnlp.620,findings,2024,emnlp,1,1,1,1,119100000000000,119100000000000,5,13,0.95920612000000005,Interpretability and Analysis of Models for NLP,2
2024.findings-emnlp.621,findings,2024,emnlp,1,1,1,8,568000000000000,568000000000000,3,3,0.79972208,"Ethics, Bias, and Fairness",1
2024.findings-emnlp.622,findings,2024,emnlp,1,1,1,32,4000000000000000,4000000000000000,4,5,0.97884888000000003,Dialogue and Interactive Systems,2
2024.findings-emnlp.624,findings,2024,emnlp,1,1,1,3,936000000000000,936000000000000,10,11,0.93378285999999999,LLM agents,5
2024.findings-emnlp.626,findings,2024,emnlp,1,1,1,8,952800000000000,952800000000000,3,8,0.96882140000000005,Interpretability and Analysis of Models for NLP,1
2024.findings-emnlp.628,findings,2024,emnlp,1,0,1,,,312000000000000,7,2,0.73777000000000004,Discourse and Pragmatics,1
2024.findings-emnlp.629,findings,2024,emnlp,1,0,1,1,,9526000000000,3,4,0.93513696000000002,Interpretability and Analysis of Models for NLP,3
2024.findings-emnlp.63,findings,2024,emnlp,1,0,1,,,71000000000000,2,0,0.18171369000000001,Discourse and Pragmatics,1
2024.findings-emnlp.630,findings,2024,emnlp,1,0,1,,,312000000000000,3,1,0.66937639999999998,Multilingualism and Cross-Lingual NLP,2
2024.findings-emnlp.631,findings,2024,emnlp,1,1,1,48,7488000000000000,7488000000000000,5,13,0.94521277999999997,Machine Translation,3
2024.findings-emnlp.632,findings,2024,emnlp,1,1,1,1,71000000000000,71000000000000,3,3,0.80219733999999998,Information Extraction,2
2024.findings-emnlp.633,findings,2024,emnlp,1,1,1,4,598800000000000,598800000000000,4,1,0.66666353,Interpretability and Analysis of Models for NLP,2
2024.findings-emnlp.634,findings,2024,emnlp,1,1,1,16,1792000000000000,1792000000000000,3,1,0.61896509,Machine Translation,2
2024.findings-emnlp.635,findings,2024,emnlp,1,1,1,1,312000000000000,312000000000000,4,1,0.66779876999999999,Interpretability and Analysis of Models for NLP,1
2024.findings-emnlp.636,findings,2024,emnlp,1,1,1,1,222200000000000,222200000000000,5,12,0.93987032999999998,LLM agents,2
2024.findings-emnlp.637,findings,2024,emnlp,1,1,1,2,624000000000000,624000000000000,5,1,0.66907461999999995,Language Modeling,1
2024.findings-emnlp.639,findings,2024,emnlp,1,1,1,1,312000000000000,312000000000000,4,1,0.69874398000000004,Computational Social Science and Cultural Analytics,1
2024.findings-emnlp.64,findings,2024,emnlp,1,1,1,4,1248000000000000,1248000000000000,7,2,0.73799475000000003,"Ethics, Bias, and Fairness",3
2024.findings-emnlp.640,findings,2024,emnlp,1,0,1,,,312000000000000,7,1,0.55580273999999996,Resources and Evaluation,5
2024.findings-emnlp.642,findings,2024,emnlp,1,1,1,4,1248000000000000,1248000000000000,2,0,0.18401508999999999,Interpretability and Analysis of Models for NLP,1
2024.findings-emnlp.643,findings,2024,emnlp,1,1,1,4,476400000000000,476400000000000,3,0,0.18245325000000001,Machine Translation,1
2024.findings-emnlp.644,findings,2024,emnlp,1,0,1,,,312000000000000,6,1,0.63346844000000002,Efficient Methods for NLP,2
2024.findings-emnlp.645,findings,2024,emnlp,1,0,1,,,312000000000000,3,1,0.52642851000000002,NLP and Code Models,2
2024.findings-emnlp.646,findings,2024,emnlp,1,1,1,2,312000000000000,312000000000000,6,0,0.21562287999999999,Efficient Methods for NLP,2
2024.findings-emnlp.648,findings,2024,emnlp,1,1,1,8,2496000000000000,2496000000000000,9,3,0.90522685999999997,Summarization,2
2024.findings-emnlp.649,findings,2024,emnlp,1,1,1,1,125000000000000,125000000000000,8,3,0.71148787000000002,"Multimodality and Language Grounding to Vision, Robotics and Beyond",1
2024.findings-emnlp.650,findings,2024,emnlp,1,1,1,1,119100000000000,119100000000000,4,0,0.35794477000000002,Interpretability and Analysis of Models for NLP,3
